site_name,site_id,cammlr_region,longitude_epsg_4326,latitude_epsg_4326,common_name,day,month,year,season_starting,penguin_count,accuracy,count_type,vantage,reference
Mabel Island,MABE,48.2,-44.701,-60.67499999999887,chinstrap penguin,28,12,1983,1983,400,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Mackintosh Cove (east coast),MACO,48.2,-44.491199999999985,-60.68509999999887,chinstrap penguin,28,12,1983,1983,3800,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Mansfield Point,MANS,48.2,-45.733299999999986,-60.64999999999886,chinstrap penguin,4,1,1984,1983,20,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Mariholm,MARI,48.2,-45.693,-60.74599999999889,chinstrap penguin,,,1978,1978,4149,1,chicks,ground,<strong>Croxall  J. P.  D. M. Rootes  and R. A. Price  </strong><i> 1981</i>. Increases in penguin populations at Signy Island  South Orkney Islands. British Antarctic Survey Bulletin 54:47-56.
Marr Bay (east coast),MARR,48.2,-44.52699999999998,-60.67799999999886,chinstrap penguin,28,12,1983,1983,11200,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Point Martin,MART,48.2,-44.718499999999985,-60.770899999998896,chinstrap penguin,,,1983,1983,10000,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Matthews Island,MATH,48.2,-45.154999999999994,-60.74499999999889,chinstrap penguin,31,12,1983,1983,14750,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Miers Bluff Cove (northeast),MBNE,48.1,-60.43099999999999,-62.71599999999936,chinstrap penguin,9,2,1987,1986,200,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Miers Bluff (northwest),MBNW,48.1,-60.43099999999999,-62.71599999999936,chinstrap penguin,9,2,1987,1986,80,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Megaptera Island,MEGA,48.1,-60.805999999999976,-63.677999999999514,chinstrap penguin,22,1,1987,1986,900,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Meier Point,MEIE,48.2,-45.89599999999999,-60.63599999999886,chinstrap penguin,,,1956,1956,,,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Metchnikoff Point,METC,48.1,-62.57469999999998,-64.04099999999956,chinstrap penguin,29,12,1983,1983,5000,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Methuen Cove,METH,48.2,-44.57599999999999,-60.75099999999889,chinstrap penguin,28,12,1983,1983,2100,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Michelsen Island,MICH,48.2,-45.02329999999999,-60.732399999998876,chinstrap penguin,27,12,1983,1983,3861,3,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Midas Island,MIDA,48.1,-61.100799999999985,-64.16849999999958,chinstrap penguin,21,2,2016,2015,180,1,chicks,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Miers Bluff,MIER,48.1,-60.42819999999999,-62.71669999999937,chinstrap penguin,8,12,2010,2010,2307,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
McLeod Glacier (east),MLGE,48.2,-45.624999999999986,-60.720999999998874,chinstrap penguin,15,12,1978,1978,585,1,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
McLeod Glacier (west),MLGW,48.2,-45.59999999999998,-60.69999999999888,chinstrap penguin,1,2,1979,1978,1651,1,chicks,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Moe Island,MOEI,48.2,-45.69099999999999,-60.73399999999889,chinstrap penguin,,,1978,1978,11622,1,chicks,ground,<strong>Croxall  J. P.  D. M. Rootes  and R. A. Price  </strong><i> 1981</i>. Increases in penguin populations at Signy Island  South Orkney Islands. British Antarctic Survey Bulletin 54:47-56.
Monroe Island,MONR,48.2,-46.05679999999999,-60.59969999999885,chinstrap penguin,4,1,1984,1983,,,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Monument Rocks,MONU,48.1,-60.94329999999998,-64.01699999999956,chinstrap penguin,16,1,1984,1983,270,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Monroe Point,MOPT,48.1,-61.51619999999999,-62.811199999999374,chinstrap penguin,4,2,1987,1986,2000,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Moreton Point,MORE,48.2,-46.03079999999999,-60.61219999999886,chinstrap penguin,4,1,1984,1983,23000,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
West coast of Mossman Peninsula,MOSS,48.2,-44.752999999999986,-60.7719999999989,chinstrap penguin,28,12,1983,1983,600,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Moyes,MOYE,48.2,-45.65999999999998,-60.73199999999888,chinstrap penguin,12,2,1979,1978,4241,1,chicks,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Moreton Point North Coast,MPNC,48.2,-46.023999999999994,-60.60999999999885,chinstrap penguin,4,1,1984,1983,1200,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Macaroni Point (east),MPTE,48.1,-60.54299999999999,-62.898699999999394,chinstrap penguin,,12,2011,2011,885,2,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Macaroni Point (west),MPTW,48.1,-60.58329999999999,-62.899099999999386,chinstrap penguin,,12,2011,2011,2448,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Muckle Bluff,MUCK,48.1,-54.86,-61.156999999999,chinstrap penguin,18,1,1971,1970,3000,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Murray Islands,MURR,48.2,-44.52399999999998,-60.77299999999891,chinstrap penguin,28,12,1983,1983,1100,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Nancy Rock,NANC,48.1,-59.09899999999999,-62.22999999999926,chinstrap penguin,1,2,1987,1986,,,nests,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
North of Cornwall Island,NCOI,48.1,-59.701999999999984,-62.32999999999929,chinstrap penguin,,,1987,1987,3000,3,nests,,<strong>Woehler  E. J.  </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR)  Cambridge  United Kingdom.
Nelly Point,NEPT,48.1,-54.77499999999999,-61.156999999999,chinstrap penguin,18,1,1971,1970,150,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Newell Point,NEWE,48.1,-59.51999999999998,-62.337399999999285,chinstrap penguin,1,2,1987,1986,17500,4,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
North Foreland,NFOR,48.1,-57.68799999999999,-61.89279999999919,chinstrap penguin,31,1,1987,1986,60000,5,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Nigg Rock,NIGG,48.2,-44.86399999999999,-60.70699999999888,chinstrap penguin,,,1908,1908,,,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
North Point,NOPT,48.2,-45.62599999999998,-60.671999999998874,chinstrap penguin,16,12,2015,2015,2047,1,nests,ground,<strong>Dunn  M.J.  Jackson  J.A.  Adlard  S.  Lynnes  A.S.  Briggs  D.R.  Fox  D.  C.M. Waluda. </strong><i> 2016</i>. Population size and decadal trends of three penguin species nesting at Signy island  South Orkney islands. PLoS ONE 11(10): e0164025.
Norway Bight,NORW,48.2,-45.815999999999995,-60.61599999999885,chinstrap penguin,4,1,1984,1983,180,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Promontories on north-central coast,NPRO,48.1,-62.07499999999999,-63.249999999999446,chinstrap penguin,5,2,1987,1986,100,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
O'Brien Island,OBRI,48.1,-55.95599999999999,-61.506999999999096,chinstrap penguin,29,12,1976,1976,21400,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Oliphant Channel,OLIC,48.2,-45.59199999999999,-60.7289999999989,chinstrap penguin,,,1979,1979,143,1,nests,ground,<strong>Croxall  J. P.  D. M. Rootes  and R. A. Price  </strong><i> 1981</i>. Increases in penguin populations at Signy Island  South Orkney Islands. British Antarctic Survey Bulletin 54:47-56.
Oliphant Islands,OLII,48.2,-45.593999999999994,-60.73599999999889,chinstrap penguin,,,1979,1979,4502,1,chicks,ground,<strong>Croxall  J. P.  D. M. Rootes  and R. A. Price  </strong><i> 1981</i>. Increases in penguin populations at Signy Island  South Orkney Islands. British Antarctic Survey Bulletin 54:47-56.
Offshore Rocks off Cape Wallace,ORCW,48.1,-62.22799999999999,-63.23499999999944,chinstrap penguin,5,2,1987,1986,8100,4,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Orne Islands,ORNE,48.1,-62.67299999999999,-64.66199999999965,chinstrap penguin,24,1,2018,2017,250,1,chicks,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Ornen Rocks,ORRO,48.1,-57.56599999999999,-62.00899999999921,chinstrap penguin,27,1,1967,1966,1100,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Owen Island,OWEN,48.1,-58.388599999999975,-61.93319999999919,chinstrap penguin,29,1,1987,1986,25000,4,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Pageant Point,PAGE,48.2,-45.5843,-60.72859999999888,chinstrap penguin,,,1978,1978,1219,1,nests,ground,<strong>Croxall  J. P.  D. M. Rootes  and R. A. Price  </strong><i> 1981</i>. Increases in penguin populations at Signy Island  South Orkney Islands. British Antarctic Survey Bulletin 54:47-56.
Palaver Point,PALA,48.1,-61.758999999999986,-64.14859999999959,chinstrap penguin,13,12,2011,2011,352,3,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Pandemonium Point,PAND,48.2,-45.648,-60.73599999999889,chinstrap penguin,,,2009,2009,2385,1,nests,ground,<strong>British Antarctic Survey  </strong><i> ???? </i> British Antarctic Survey. dataset.
Pantomime Point,PANT,48.2,-45.58329999999999,-60.726599999998896,chinstrap penguin,,,1978,1978,5426,1,nests,ground,<strong>Croxall  J. P.  D. M. Rootes  and R. A. Price  </strong><i> 1981</i>. Increases in penguin populations at Signy Island  South Orkney Islands. British Antarctic Survey Bulletin 54:47-56.
Patelnia Point,PAPT,48.1,-58.47199999999998,-62.23499999999925,chinstrap penguin,,,1996,1996,1343,2,nests,ground,<strong>Myrcha  A.  </strong><i> 1993</i>. Birds. In S. Rakusa-Suszczewski  editor  The maritime Antarctic coastal ecosystem of Admiralty Bay  pages 129-141. Department of Antarctic Biology  Polish Academy of Sciences  Warsaw  Poland.
Port Charcot,PCHA,48.1,-64.02599999999998,-65.06699999999967,chinstrap penguin,19,1,2018,2017,18,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Penguin Island,PENG,48.1,-57.92689999999999,-62.10199999999922,chinstrap penguin,16,1,2018,2017,2252,2,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Petermann Island,PETE,48.1,-64.13699999999999,-65.17599999999969,chinstrap penguin,14,1,2015,2014,0,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Pillar Ridge,PILL,48.1,-54.22199999999998,-61.270999999999034,chinstrap penguin,12,1,1977,1976,10370,5,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Pinguino Island,PING,48.1,-60.98569999999999,-64.14349999999958,chinstrap penguin,24,12,2017,2017,3217,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Pirie Peninsula,PIRI,48.2,-44.661999999999985,-60.68999999999888,chinstrap penguin,28,12,1983,1983,16930,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Pickup Point,PKUP,48.1,-54.64499999999999,-61.11599999999899,chinstrap penguin,18,1,1971,1970,300,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Penguin Ladder,PLDR,48.1,-54.719999999999985,-61.14299999999901,chinstrap penguin,18,1,1971,1970,5250,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Pottinger Point,POPO,48.1,-58.35819999999999,-61.9324999999992,chinstrap penguin,31,1,1987,1986,175250,5,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Porteous Point,PORT,48.2,-45.67499999999998,-60.72399999999888,chinstrap penguin,,,2009,2009,0,1,nests,ground,<strong>British Antarctic Survey  </strong><i> ???? </i> British Antarctic Survey. dataset.
Powell Island,POWE,48.2,-45.028999999999996,-60.72499999999888,chinstrap penguin,27,12,1983,1983,8182,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Pink Pool Point,PPPT,48.1,-54.07899999999999,-61.30899999999904,chinstrap penguin,25,12,1976,1976,58500,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Point Rae,PRAE,48.2,-44.63299999999999,-60.756999999998875,chinstrap penguin,28,12,1983,1983,400,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
President Head (Snow Island),PRES,48.1,-61.200099999999985,-62.72549999999936,chinstrap penguin,15,12,2011,2011,0,1,nests,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Point Thomas,PTHO,48.1,-58.46149999999999,-62.163099999999254,chinstrap penguin,,,1996,1996,1,2,nests,ground,<strong>Myrcha  A.  </strong><i> 1993</i>. Birds. In S. Rakusa-Suszczewski  editor  The maritime Antarctic coastal ecosystem of Admiralty Bay  pages 129-141. Department of Antarctic Biology  Polish Academy of Sciences  Warsaw  Poland.
Point Wordie,PTWD,48.1,-55.32799999999999,-61.244999999999024,chinstrap penguin,18,1,1971,1970,11640,3,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Purdy Point,PURD,48.2,-45.4333,-60.53329999999881,chinstrap penguin,31,12,1983,1983,5000,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Pyrites Island,PYRI,48.1,-57.94909999999999,-61.9240999999992,chinstrap penguin,,,1980,1980,366,2,nests,ground,<strong>Jab&#322;onski  B.  </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.
Quinton Point (north),QPTN,48.1,-63.66699999999999,-64.3169999999996,chinstrap penguin,27,12,1983,1983,8000,5,adults,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Rayner Point,RAYN,48.2,-45.190999999999995,-60.647999999998866,chinstrap penguin,31,12,1983,1983,9000,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Renier Point,RENI,48.1,-59.809999999999995,-62.608999999999334,chinstrap penguin,18,1,2017,2016,258,1,chicks,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Return Point,RETU,48.2,-46.032799999999995,-60.62659999999885,chinstrap penguin,4,1,1984,1983,15600,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Ridley Island,RIDL,48.1,-58.015999999999984,-61.84999999999919,chinstrap penguin,,,1980,1980,4035,2,nests,ground,<strong>Jab&#322;onski  B.  </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.
Rip Point,RIPP,48.1,-59.00099999999999,-62.23499999999925,chinstrap penguin,1,2,1987,1986,18350,4,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Robbery Beaches,ROBB,48.1,-61.082999999999984,-62.61599999999933,chinstrap penguin,3,2,1987,1986,0,1,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Robert Point (Robert Island),ROBE,48.1,-59.38299999999999,-62.44999999999932,chinstrap penguin,15,12,2016,2016,2889,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Cape Roca,ROCA,48.2,-44.81669999999998,-60.74999999999889,chinstrap penguin,28,12,1983,1983,4200,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Romeo Island,ROME,48.1,-59.92679999999999,-62.37629999999928,chinstrap penguin,2,2,1987,1986,500,3,adults,ground,<strong>Shuford  W. D. and B. Spear  </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island  Antarctica. British Antarctic Survey Bulletin 81:19-30.
Cape Roquemaurel,ROQU,48.1,-58.96519999999998,-63.5485999999995,chinstrap penguin,18,1,1987,1986,800,3,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Rudmose Rocks,RUDM,48.2,-44.60199999999999,-60.675999999998865,chinstrap penguin,28,12,1983,1983,4200,4,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1985</i>. A survey of penguin breeding populations at the South Orkey Islands. British Antarctic Survey Bulletin 68:71-81.
Rugged Rocks,RUGG,48.1,-59.81599999999999,-62.60099999999933,chinstrap penguin,18,1,2017,2016,1950,1,chicks,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Rzepeki Islands,RZEP,48.1,-58.82399999999998,-62.09899999999924,chinstrap penguin,,,1980,1980,6430,2,nests,ground,<strong>Jab&#322;onski  B.  </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.
Sabrina Island,SABR,88.1,163.30899999999997,-66.91709999999982,chinstrap penguin,27,2,2014,2013,40,4,adults,ground,<strong>Tidemann  S.C.  A. Walleyn  and J. F. Ryan  </strong><i> 2015</i>. Observations of penguins and other pelagic bird species in the Balleny Islands  Antarctica. Australian Field Ornithology 32:169.
Saddle Island,SADD,48.2,-44.85499999999998,-60.61699999999885,chinstrap penguin,4,2,1903,1902,25000,5,adults,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Sandefjord Bay,SAND,48.2,-46.036699999999996,-60.60499999999884,chinstrap penguin,21,2,2004,2003,300000,5,adults,ground,<strong>Lynch  H. J.  R. Naveen  and P. Casanovas  </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data  1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.
Saddleback Point,SAPT,48.1,-54.90099999999999,-61.09899999999899,chinstrap penguin,6,3,1971,1970,10250,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Sartorius Point,SART,48.1,-59.65669999999998,-62.559599999999335,chinstrap penguin,27,1,2018,2017,321,1,chicks,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Seal Islands,SEAL,48.1,-55.39299999999998,-60.97499999999895,chinstrap penguin,30,1,1987,1986,20000,4,adults,,<strong>Woehler  E. J.  </strong><i> 1993</i>. The distribution and abundance of Antarctic and Subantarctic penguins. Scientific Committee on Antarctic Research (SCAR)  Cambridge  United Kingdom.
Small island southeast on Gerlache Island,SEGI,48.1,-64.20379999999999,-64.60369999999963,chinstrap penguin,2,1,1985,1984,2000,5,nests,ground,<strong>Poncet  S. and J. Poncet  </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.
Selvick Cove,SELV,48.1,-62.56909999999999,-64.64049999999965,chinstrap penguin,1,1,2018,2017,63,1,nests,ground,<strong>Lynch  H. J.  </strong><i> ????a</i>. Antarctic Site Inventory. dataset.
Serac Point,SERA,48.1,-54.02599999999999,-61.176999999999026,chinstrap penguin,4,2,1977,1976,7500,5,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Island south of Guesalaga Island,SGUE,48.1,-61.99899999999999,-64.2819999999996,chinstrap penguin,9,3,1922,1921,,,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
Shagnasty Island,SHAG,48.2,-45.617999999999995,-60.73199999999888,chinstrap penguin,,,1978,1978,2837,1,chicks,ground,<strong>Croxall  J. P.  D. M. Rootes  and R. A. Price  </strong><i> 1981</i>. Increases in penguin populations at Signy Island  South Orkney Islands. British Antarctic Survey Bulletin 54:47-56.
Shilling Shelf,SHIL,48.1,-54.734999999999985,-61.09699999999898,chinstrap penguin,18,1,1971,1970,4000,4,nests,ground,<strong>Croxall  J. P. and E. D. Kirkwood  </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey  Cambridge  United Kingdom.
